	2007-06-02_1 Relative Abundance (%)	2007-07-05_1 Relative Abundance (%)	2007-08-17_1 Relative Abundance (%)	2007-10-19_1 Relative Abundance (%)	2007-11-09_1 Relative Abundance (%)	2007-12-14_1 Relative Abundance (%)	2008-01-15_1 Relative Abundance (%)	2008-02-20_1 Relative Abundance (%)	2008-04-16_1 Relative Abundance (%)	2008-05-21_1 Relative Abundance (%)	2008-06-11_1 Relative Abundance (%)	2008-08-18_1 Relative Abundance (%)	2008-09-19_1 Relative Abundance (%)	2008-10-08_1 Relative Abundance (%)	2008-11-13_1 Relative Abundance (%)	2008-12-15_1 Relative Abundance (%)	2009-01-12_1 Relative Abundance (%)	2009-02-13_1 Relative Abundance (%)	2009-03-25_1 Relative Abundance (%)	2009-04-17_1 Relative Abundance (%)	2009-05-26_1 Relative Abundance (%)	2009-06-09_1 Relative Abundance (%)	2009-07-20_1 Relative Abundance (%)	2009-08-24_1 Relative Abundance (%)	2009-09-10_1 Relative Abundance (%)	2009-10-19_1 Relative Abundance (%)	2009-11-19_1 Relative Abundance (%)	2009-12-15_1 Relative Abundance (%)
PROT_65	0.4047358	0.16963807	0.26784256	0.10958782	0.118040234	0.25983825	0.33491403	0.32557106	0.7670348	0.36309943	0.39529163	0.2613143	0.09677823	0.07636022	0.04287251	0.050596412	0.13221845	0.324574	0.16908455	0.35059747	0.5196271	0.37694213	0.27135798	0.11536898	0.07386678	0.14504503	0.17545506	0.26016137
PROT_05	0.059541635	0.013139527	0	0	0	0	0	0.012886593	0.024152018	0.056809798	0.024605935	0.015124248	0	0	0	0.010936256	0.012412177	0.054152127	0.017851591	0.01823976	0.018472226	0.01506328	0	0.020199737	0.02223226	0.013868293	0	0.013436639
PLAN_77	0.009777024	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011109743	0	0	0.011230298	0.015293528	0	0	0	0	0	0	0	0	0
PROT_09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLAN_62	0	0.014107196	0.029463576	0	0	0.010591622	0	0	0	0.008281986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BACT_10	1.0725956	2.554946	1.4771007	0.1712835	0.36610252	0.8316127	0.15108056	2.7357156	0.3147939	3.9199955	4.0163984	2.9058244	0.2312661	0.06501034	0.8258072	0.88184017	0.6091493	4.2240973	3.3432662	0.92649287	1.2089885	0.897201	1.73518	4.0934086	2.9392622	4.11192	1.3025806	2.8189304
BACT_94	0	0	0	0	0	0	0	0.015656399	0.010648374	0	0.008106323	0	0	0	0	0	0	0.009762476	0	0	0	0	0	0	0	0	0	0.009788184
PROT_225	0.013088958	0	0	0	0.009570005	0	0	0	0.00972269	0.006731253	0	0	0	0	0.021209633	0.016766269	0.01868905	0.06450197	0.05807334	0.019130848	0.0283307	0.023486886	0	0	0	0.01738139	0	0.029049598
PATE_11	0	0	0	0	0	0	0.013373765	0.088581085	0.08174715	0.02629369	0	0	0	0	0	0	0	0.030601598	0.13980387	0.015169408	0	0	0	0	0	0	0	0
PLAN_40	0.060889684	0.0610358	0.018137172	0.100237526	0.1438487	0.09588226	0.04768338	0.06413672	0.06114584	0.06709635	0.123770304	0.022737438	0.024496216	0.010885081	0.021331819	0.0429201	0.04067187	0.046431467	0.046393327	0.042074665	0.03225477	0.03565262	0.034221176	0.011262325	0	0.01435771	0.034258045	0.067116424
NITRO_02	0.11351899	1.3001516	1.1068064	0.03006912	0.012095772	0.010103261	0.014581069	0.2896012	0.04596014	0.36438537	0.12195491	0.14344828	0	0	0.081861675	0	0	0	0.019822517	0	0.047742315	0.020903042	0.03145073	1.3747118	1.2581441	0.18512785	0.09483378	0.287239
PROT_250	0.039564867	0	0	0	0	0	0	0.024679583	0	0.023852965	0.020170232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HALO_01	0	0	0	0	0	0	0	0.012461975	0	0	0	0.026448587	0.009485415	0	0	0	0	0.01137285	0.007426605	0	0.007560951	0	0.010487102	0.021377146	0.02864636	0.017104793	0.019038327	0.045587435
BACT_84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHLO_38	0.029991603	0.07155211	0.092916735	0.053090937	0.05399369	0.05078634	0.05058826	0.016056951	0.027047977	0.017588632	0.02169456	0.104224265	0.16580114	0.25176585	0.1773268	0.089688964	0.08133868	0.057118453	0.026741214	0.013997939	0.02953149	0.03949932	0.12457078	0.2177716	0.21099362	0.062965535	0.2090153	0.09356084
BACT_72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011380846	0.012769279	0	0	0.009115499	0	0	0	0
ACTI_39	0.08811826	0.062129922	0.16542211	0.13927278	0.14717251	0.12713648	0.12136958	0.056131523	0.062181674	0.019503538	0.03080761	0.03513543	0.08218787	0.10118051	0.092435986	0.064692125	0.06666784	0.07064393	0.05782471	0.10444327	0.07680977	0.1217567	0.16589125	0.12783018	0.14599039	0.16727656	0.16862103	0.104551226
PROT_222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROT_193	0.055140886	0.06964464	0.043980964	0	0.062591225	0	0.014526857	0.016540611	0.01469078	0.13087665	0.07391033	0.07962557	0.018097978	0.023210283	0.04326427	0.02173063	0.016178364	0.035968937	0.02848247	0.023855818	0.047271077	0.039960645	0.026654053	0.075377025	0.073086046	0.050394177	0.021084014	0.042895935
BACT_55	0	0	0	0	0	0	0	0	0	0.04361082	0.042880442	0.010775448	0	0	0	0	0	0.012406713	0.017684637	0.012023736	0.03493401	0	0.01475536	0.025458349	0.033284977	0.10509412	0.03299933	0.026258437
PATE_59	0	0	0	0	0	0	0	0	0.014138145	0.050742656	0.017211145	0	0	0	0	0	0	0	0	0.096284114	0.025784103	0.079905674	0.02204062	0	0	0	0	0
PLAN_76	0.045094345	0	0	0	0.00931135	0	0	0	0.0099648	0.07106862	0.02678047	0.038498566	0	0	0.04929599	0.015930835	0.016582504	0.10556691	0.037179794	0.012096251	0.028091898	0.030575538	0.013449603	0.021546943	0.023483414	0	0.010124095	0.013151775
PROT_255	0	0	0	0	0	0	0	0.016664013	0.030256117	0.022680016	0	0	0	0	0	0	0	0	0	0	0.041033387	0.013312264	0	0	0	0	0	0
CALD_05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROT_30	0	0	0	0	0	0	0	0	0	0	0	0.020522023	0	0	0.009721635	0	0	0	0	0	0	0	0	0	0	0	0	0
PLAN_04	0.012046265	0	0	0	0	0	0	0	0	0	0.01128992	0.006736007	0	0	0	0	0	0.027132872	0	0	0	0	0	0	0	0	0	0
BDEL_17	0	0	0	0	0	0.00771712	0	0.028822184	0	0	0	0.011924122	0	0	0	0.006610039	0	0.007699294	0.009932068	0.027519828	0	0	0	0.019315856	0	0.04889798	0	0.043345228
BACT_79	0.15484215	0.022251891	0	0	0	0	0	0.012908265	0	0.010372149	0.018971186	0.019826744	0.007328341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROT_206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROT_118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PATE_70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012250983	0.03716785	0.012308116	0.015296017	0	0	0	0	0	0	0	0	0
PROT_108	0.13595799	0.10891037	0.19367035	0.07774407	0.0873605	0.093598306	0.055227593	0.11187378	0.15350263	0.21286458	0.29506487	0.31300297	0.24278611	0.2162073	0.16855328	0.14502957	0.14182533	0.16122575	0.19607012	0.14008285	0.22613184	0.23318408	0.28217956	0.24020916	0.19364141	0.22717828	0.2617872	0.2086663
OLB16_03	0	0	0	0	0	0	0	0	0	0	0	0.007146768	0	0	0	0	0	0	0	0	0	0.009158433	0.012813768	0.01267087	0.017091507	0.018575255	0.01081239	0.009759758
ACTI_55	0.022595879	0.018470887	0.0180156	0	0.016673028	0.038805716	0.04980493	0.11777408	0.06059388	0.034773335	0.03588957	0.03213093	0.029310456	0.035648942	0.026066875	0.067101814	0.11250999	0.10676105	0.09170361	0.10546248	0.040925596	0.037748978	0.01624686	0	0	0	0.021679725	0.030432256
OMIN_01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROT_141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BACT_02	0	0.013749499	0.024161287	0	0	0	0	0.017706437	0	0.021570595	0.013163488	0.009916578	0	0	0.013176221	0	0	0	0	0	0	0	0	0.05850602	0.041488558	0.0243019	0	0
VERR_17	0.007601647	0	0	0	0	0	0	0	0	0	0	0.007322962	0	0	0	0	0	0.010402069	0.009053298	0	0	0	0	0	0.020355532	0	0	0
BACT_87	0.12891974	0.015302671	0	0	0	0	0	0.32577696	0.05124574	0.060548764	0.0758338	0.09132484	0.0161738	0	0	0	0.044282276	0.19935092	0.24673606	0.14886191	0.13575447	0.070247255	0.021998113	0	0	0	0	0
PATE_05	0.048167184	0.025857773	0.07637353	0	0.007461818	0	0	0.0121579	0	0.01882339	0	0.010723011	0.012341468	0	0.061209258	0.036802284	0	0	0	0	0.05124259	0.02890416	0.098293446	0.07461862	0.039483402	0	0.19194078	0.019320698
CREN_01	0	0	0.009129123	0.058357872	0.027202575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROT_216	0	0	0	0	0	0	0	0	0.020256685	0.009273374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHLO_03	0.2995188	0.36323333	0.22945736	0.18801753	0.3445608	0.3303149	0.2756201	0.08752108	0.02778383	0.022180768	0.03603444	0.1797338	0.22845598	0.1214663	0.2958157	0.29883978	0.28273636	0.2502706	0.09515165	0.06923606	0.13311307	0.19502203	0.33312938	0.1273698	0.13976137	0.13256465	0.27632833	0.23779912
PATE_53	0.045854736	0.027270552	0	0	0	0	0.7780976	0.08006545	0.2855025	0.13290669	0.075820014	0	0	0	0.010163587	0.009503975	0.08111754	0.24883115	0.12622616	0.19092835	0.17910805	0.09210703	0	0	0	0	0	0
PLAN_05	0	0	0	0	0	0	0	0	0	0	0	0.009002225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLAN_83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VERR_10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009551933	0	0	0	0	0	0	0	0	0
PROT_239	0.10620132	0.07127605	0.026174879	0.035202928	0.047554534	0.029677732	0.010036909	0.008263059	0.020264557	0.021637961	0.013885894	0.030568207	0.044612918	0.03649231	0.04067832	0.029905891	0.015752317	0.06441242	0.084180295	0.03500928	0.15029782	0.12449032	0.119716585	0.13669337	0.14682032	0.14385365	0.070219986	0.08718061
BACT_64	0.019730335	0.008695509	0.017825665	0	0.09437889	0.013052813	0	0	0	0	0	0	0	0.014667176	0.07626942	0.024906207	0.013772556	0.014591277	0.016134942	0.008105439	0.010795462	0.010547328	0.03072263	0.04273956	0.059450716	0.11364329	0.12476819	0.10193347
EREM_01	0.11563788	0.13255163	0.061859224	0.055909712	0.06846599	0.056242757	0.06478827	0.11080199	0.10387203	0.06924312	0.07925325	0.008326422	0.021148225	0.016596034	0.026012141	0.018584233	0.010304268	0.040957805	0.041375335	0.017824419	0.04259905	0.023406984	0.07458185	0.12203254	0.1478409	0.100516245	0.02319102	0.17156123
GEMM_01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHLO_73	0.03770191	0.048705015	0.06271183	0.06813924	0.07056822	0.06920042	0.0451429	0.014635683	0.017952137	0.02042047	0.024436865	0.030673131	0.046891883	0.03887791	0.027730951	0.011755924	0.012756677	0.008594915	0.007544869	0	0.017367102	0.03141005	0.038153417	0.012430429	0.016099928	0.023894142	0.041644618	0.019888744
CHLO_80	0	0.019545158	0.032152414	0	0	0	0	0	0	0.01151046	0.008114819	0.008123379	0	0	0.010038666	0	0	0	0	0	0	0	0.008921972	0.013744388	0.016372526	0	0	0
GEMM_05	0.009007527	0.013646408	0.01697371	0	0.009447289	0	0	0	0	0	0	0.02267055	0.009425283	0	0.019427085	0	0	0	0	0	0	0	0.022189442	0.04626871	0.030365873	0.040662397	0.022920046	0.011844893
PROT_46	0.68333775	0.4302054	0.33371451	0.7778939	0.62668437	0.68229294	0.62822926	0.28779224	0.3323647	0.2783185	0.29208112	0.21085103	0.4929284	0.50714153	0.45519128	0.41009435	0.52297145	0.25823548	0.33493456	0.2966332	0.28068998	0.42947933	0.31090167	0.20370089	0.17053205	0.27754062	0.3199544	0.56624687
PATE_43	0	0.044988558	0	0.014685972	0.028995398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008770149	0	0.010986513	0.02668533	0.025372962	0.10754887	0.029277224	0.0976827
ACTI_65	0.2956531	0.39971653	0.34392253	0.435491	0.6308232	0.22890763	0.16630477	0.032760337	0.023187466	0.015950972	0.024323456	0.049254395	0.07235909	0.11145834	0.07802458	0.047732815	0.036947716	0.02949892	0.036568765	0.051335458	0.12905915	0.14403379	0.19732197	0.101433605	0.13829449	0.17002077	0.28004244	0.1017034
MYXO_05	0	0	0	0	0	0	0	0	0	0.008613584	0.011033755	0	0	0	0	0	0	0	0	0	0	0	0	0.015898434	0	0	0.011996096	0.027949639
PROT_154	0.040035445	0.039236628	0.014267947	0	0.017612401	0	0	0.016494455	0.010656737	0.09241507	0.14956276	0.06142332	0	0	0.009637847	0	0	0.019235121	0.015750995	0.011611612	0.029279802	0.019132396	0	0.020709295	0.010451876	0.08657896	0.016591074	0.022115724
MYXO_17	0	0.008932907	0	0	0	0	0	0	0	0.018093372	0.012238285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VERR_11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLAN_16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROT_173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROT_37	0.20027933	0.23424867	0.2849837	0.6405921	0.5837594	0.38745496	0.350821	0.13194424	0.15805705	0.27853036	0.25556937	0.20383349	0.28255948	0.40972608	0.5568638	0.5062295	0.49919915	0.14520502	0.22614928	0.21570152	0.27076903	0.35760987	0.22007522	0.2647754	0.24692628	0.53444904	0.6171065	0.41627875
PROT_11	0	0	0	0	0.010278407	0	0	0	0	0	0	0.010681347	0	0	0.014609571	0	0	0.013653125	0	0	0	0	0	0	0	0	0	0
PLAN_29	0	0	0	0	0	0	0	0	0	0.009095273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLAN_63	0	0	0.011957012	0	0	0	0	0	0	0.02512903	0.008655206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTI_26	0.031433348	0.046693526	0.060118657	0.11600828	0.070851944	0.029624626	0.0327449	0	0	0	0.011854161	0.04061173	0.0634827	0.050827406	0.049205754	0.030705163	0.022389436	0.014020214	0	0.010330508	0.01968454	0.034347665	0.081905134	0.023062635	0.039963562	0.08855535	0.103229254	0.014870636
CHLO_64	0.3224976	0.29888406	0.4033784	1.5063472	1.3977016	0.89219445	0.5434339	0.21489131	0.18117273	0.08699072	0.08707607	0.1545126	0.26002246	0.46871316	1.6347868	1.8040307	0.8047824	1.1986161	0.8461414	0.2652996	0.41551197	0.6253793	0.43198743	0.19765367	0.28675878	0.50239044	0.9114283	0.3105044
PLAN_41	0.009275811	0.019749897	0	0.012896669	0.01402799	0.010878331	0.011174039	0	0.00937739	0.013738413	0.010845941	0.008026754	0.011592717	0.011897389	0.010990289	0	0.009421309	0.015751274	0.019487208	0.013461399	0.015882269	0.010660363	0.012903976	0	0	0.015179645	0	0
PROT_92	0.12788524	0.12552981	0.14206116	0.13450398	0.23366053	0.21592058	0.20062417	0.22602618	0.092338614	0.07287795	0.09197405	0.17368631	0.14339072	0.18160263	0.22018589	0.4631256	0.4377973	0.305408	0.20180084	0.2686936	0.2767279	0.22159828	0.14706399	0.18557009	0.11149883	0.107160665	0.25647342	0.30000606
BDEL_16	0	0	0.01478203	0	0	0.016095508	0	0.04142959	0.013151267	0.024835309	0.037862178	0	0	0	0	0	0	0.01828986	0.024646893	0	0.015296095	0.01074109	0	0	0	0	0	0
PATE_15	0.008922962	0	0	0	0.009475803	0	0	0	0	0	0	0	0	0	0	0	0.019804094	0.06432069	0.07274211	0.00677636	0.009522677	0.016788095	0.023548665	0	0	0	0	0
PROT_185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROT_19	0.023720568	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00689535	0	0	0	0	0	0	0	0	0	0	0	0	0
PROT_217	0	0	0	0	0	0	0	0	0.02266475	0.0201918	0.00816099	0.013278629	0	0	0.00839406	0	0	0	0	0	0	0	0	0	0	0	0	0
MYXO_18	0.022263508	0.050301105	0.24573037	0.014164526	0.025854714	0	0	0	0	0	0	0.081635386	0	0.010457232	0.049311355	0.007532063	0	0	0	0	0	0	0	0	0	0	0.015050414	0
ACID_06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008922282	0	0
PROT_20	0	0	0	0	0	0	0	0	0	0.04431676	0.007726902	0	0	0	0	0	0	0	0	0	0.01844531	0.01201618	0	0	0	0	0	0
PROT_209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BACT_73	0.023359835	0	0	0	0	0	0	0.011031383	0.010250394	0.04846059	0.03927618	0	0	0	0	0.006751443	0.009949818	0.019884426	0.02014084	0.029452363	0.057292093	0.053995885	0.06821359	0.040098388	0.04040529	0.01367893	0.010996221	0.038197637
CHLO_31	0.07193068	0.112390816	0.101664044	0.05324765	0.0645729	0.05974724	0.054551657	0.040521737	0.051524255	0.11331357	0.10437671	0.12247439	0.09727627	0.06727625	0.058572184	0.025344422	0.021002932	0.029222421	0.045236807	0.03161959	0.047039006	0.060696382	0.06357383	0.075259544	0.07163507	0.07149526	0.07195199	0.03093683
BACT_77	0.026919477	0	0	0	0	0	0	0.14597715	0.05110872	0.024585849	0.017386438	0	0	0	0	0	0.006599704	0.016840579	0.05147563	0.14262299	0.060925655	0.025401367	0	0	0	0.009021021	0	0.018209144
PROT_251	0.08186033	0.05781014	0.08469175	0.016946523	0.025534997	0.011643332	0	0.025453366	0	0.009772197	0.012219148	0.008844277	0	0	0.00854726	0	0	0	0	0	0.011274274	0.010701135	0.01367494	0.052252363	0.01651139	0	0	0
PROT_163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PATE_31	0	0	0	0	0	0	0	0	0	0.036156703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLAN_45	0.084816396	0.110999696	0.047150996	0.061055016	0.050960474	0.12544292	0.056384962	0.07611115	0.08624547	0.056537192	0.09553654	0.026538877	0.016728822	0	0.022502083	0.033480287	0.038519677	0.06234224	0.09204424	0.07769799	0.19425085	0.16621538	0.11429309	0.060669124	0.06687562	0.14591374	0.060691845	0.07677305
PROT_144	0.32900435	0.17591864	0.42247438	0.27095607	0.15085965	0.070509106	0.048772976	0.07632433	0.06817444	0.20075396	0.29555103	0.25743482	0.08136079	0.033445705	0.126202	0.053930208	0.015457513	0.023074053	0.018760374	0.014429004	0.033153515	0.098007545	0.13781479	0.34603292	0.2744582	0.43940037	0.11419914	0.13120025
PROT_186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031192558	0.015402444	0.009291451	0	0
PLAN_18	0.04614496	0.020139651	0.012107072	0	0.022078648	0	0	0	0	0.009653725	0.035352495	0.04792656	0	0	0.03473195	0.014108042	0.007473203	0.010030424	0.009734687	0	0.040728524	0.078673095	0.03394835	0.045234095	0.044030476	0.050648715	0.018827422	0.0279002
BACT_48	0	0	0.010478558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEMM_03	0.007896329	0	0	0	0.011674415	0	0	0	0	0	0	0.016091201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHLO_48	0	0.009464985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROT_228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014492534	0	0	0	0.007956431	0	0.008916447	0	0	0.011702605	0.016032737	0	0	0
PROT_70	0.14985013	0.08887507	0.1654185	0.12257708	0.12282728	0.15021293	0.13277385	0.119040266	0.1919705	0.06617772	0.08711361	0.060441464	0.0331158	0.031720325	0.030611368	0.041239914	0.06764915	0.088014916	0.05260891	0.09901866	0.091946796	0.07473642	0.053637244	0.041858975	0.034940656	0.059900966	0.05960007	0.08250809
PLAN_85	0.01262417	0	0	0	0.009946778	0	0	0	0	0	0	0.007115034	0	0	0.006563122	0	0	0.010733091	0.009465106	0	0	0	0	0	0	0	0	0
ACTI_40	0.045066167	0.035660245	0.06551274	0.16752551	0.22161682	0.20242588	0.18788339	0.034540072	0.027782459	0.011448899	0.015588143	0.052157577	0.11472893	0.09923121	0.11635866	0.16116624	0.0999049	0.03895682	0.021259008	0.03579536	0.029451236	0.037958004	0.07064296	0.06805495	0.10739414	0.26197353	0.28273576	0.096481435
PROT_212	0	0.012289778	0	0	0.01263618	0	0	0.009963531	0.015386112	0.01248969	0	0.013554699	0	0	0.02340439	0	0.006207554	0.010503543	0.008266021	0.007254937	0.007297732	0	0	0	0	0.011988525	0	0.013895934
PROT_52	0.053033885	0.07351	0.23789653	0.22513062	0.23668554	0.11739285	0.07706098	0.039341263	0.055556696	0.035760943	0.04190179	0.13007866	0.1639408	0.1765589	0.075414866	0.043002743	0.031955454	0.025559925	0.031138232	0.03208816	0.038797446	0.051849425	0.069319405	0.0663203	0.047629952	0.07050067	0.06891505	0.030648189
PROT_138	0.30647826	0.2258482	0.38231128	0.26845574	0.20293972	0.25465977	0.19400804	0.31300837	0.21567225	0.21052288	0.23820828	0.4221992	0.38947368	0.56129706	0.5391373	0.27824825	0.3190334	0.3236912	0.6156795	0.7029794	0.41372016	0.373828	0.2596514	0.24515052	0.14929831	0.2716156	0.47156316	0.2177016
PROT_120	0	0	0	0	0	0	0	0	0.007815125	0.016163139	0.011707014	0.010514388	0	0	0.008783295	0.006765482	0.008863176	0.040559918	0.029326616	0.009851525	0.008704275	0	0	0.01731752	0.017282495	0	0	0.018873157
PROT_249	0.1012893	0.1292404	0.059465237	0.063156016	0.05225934	0.12129267	0.031750068	0.24297905	0.041614022	0.23706934	0.24944377	0.1637965	0.10386537	0.0175752	0.09287291	0.3430439	0.08257223	0.14058226	0.09102259	0.26979157	0.32829058	0.33908165	0.1407911	0.9186166	0.37305525	0.77889276	0.05357915	0.9761482
BACT_25	0	0.021847254	0.017430857	0	0	0	0	0.00821566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHLO_04	0.30105877	0.3625138	0.23459364	0.1963383	0.35546732	0.33837113	0.27246857	0.08086624	0.022172516	0.01526263	0.02975864	0.17916813	0.23148598	0.1138153	0.292418	0.28559142	0.26057366	0.2356942	0.077966765	0.05422751	0.12663735	0.19352826	0.33317629	0.12460932	0.13257208	0.13361594	0.2760429	0.22175692
CALD_06	0.03681889	0.06817865	0	0	0.008142406	0	0	0.016960448	0	0.052697133	0.085423805	0.07101075	0	0	0.033044286	0	0	0.070556246	0.033289656	0	0.038724966	0.021401566	0.014256156	0.06948151	0.045382757	0.09299979	0.016289717	0.09822408
PROT_75	0.33911732	0.17342278	0.31851825	0.475128	0.3786612	0.34123892	0.34210995	0.19339098	0.07392729	0.06274825	0.060466178	0.21717627	0.18740417	0.19510995	0.3450079	0.1986181	0.17864522	0.07715876	0.05876115	0.057870284	0.06271443	0.06918769	0.07252709	0.07334897	0.058999494	0.25387114	0.1775858	0.09289522
PROT_174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PATE_64	0	0	0	0	0	0	0	0	0	0	0	0.06320163	0.023614565	0.01018435	0	0	0	0	0	0	0	0	0	0	0	0.025583887	0.08614298	0
BACT_83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BDEL_06	0.011833515	0	0	0	0	0	0	0	0	0	0.020365912	0.008107299	0	0	0	0	0	0	0.02358725	0.013686129	0.031621166	0.011346945	0	0	0	0.011776546	0	0
PATE_44	0	0	0	0	0	0.008604632	0	0.015409721	0	0	0	0.027203383	0	0	0.011966626	0	0	0	0	0	0.06469192	0.03774271	0.070800744	0.024350865	0.013275877	0.0328726	0	0.03786553
BACT_15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008030088	0	0.02160396	0.010551782	0.011764017	0.017081566	0.02133413	0
PLAN_64	0	0.023081748	0.05459297	0.029435925	0.012721041	0.041089237	0.01466698	0.018129578	0.012078992	0.009261187	0	0	0	0	0.007990709	0	0	0	0	0	0	0	0	0	0	0	0	0
PATE_45	0.15107486	0.081641965	0.013173251	0.03635222	0.080355026	0.027962668	0.010610001	0.02021422	0	0	0.02197719	0.1248512	0.021865627	0.007479596	0.022419784	0.007246098	0	0	0	0	0.08250999	0.057234455	0.08616668	0.05221038	0.03212484	0.13160688	0.033198275	0.14914891
DADA_01	0	0	0.025206026	0.16009024	0.12381281	0.020267747	0	0	0	0.00813005	0	0	0	0	0	0	0	0	0	0	0	0	0.007804021	0.015299361	0.032039016	0.0644348	0.03173421	0
ACID_07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VERR_32	0	0	0.014318479	0.20418216	0.18429685	0.019918468	0	0	0	0	0	0	0	0.009978902	0.017105727	0	0	0	0	0	0	0	0	0	0.013083504	0.05947768	0.023513526	0
BACT_11	0	0	0	0	0	0.007346591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLAN_30	0	0.014236857	0	0.027331907	0.011286642	0.017675783	0	0	0	0	0	0.008749862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLAN_65	0.010579065	0.01669815	0	0.031362575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NANO_02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019692484	0	0	0	0	0	0
NITRO_03	0.07917648	0.8789799	0.74831104	0.026810627	0.009246253	0.007590875	0.010262056	0.20058325	0.031609576	0.22856513	0.075404175	0.09057233	0	0	0.051445484	0	0	0	0.011253317	0	0.027555805	0.011731573	0.016705053	0.8393052	0.7597667	0.10712145	0.051932476	0.1605657
PROT_218	0	0	0	0	0	0	0	0	0.02223166	0.02127443	0.0096385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NANO_03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
